Produto;Codigo_do_produto;Descricao_do_produto;Tamanho;Codigo_do_tamanho;Quantidade_de_vendas;Valor_do_pedido;Negocio;Genero;Cor;Codigo_da_cor;Data_da_venda
Chinelo;PRD2930;Chinelo Max;36;TAM36;24;R$ 673,74;Aventura;Masculino;Verde;CORVER;05/01/2025
Chinelo;PRD4733;Chinelo Lite;44;TAM44;44;R$ 786,07;Social;Infantil;Cinza;CORCIN;26/01/2024
Crocs;PRD4542;Crocs Urban;39;TAM39;31;R$ 797,74;Social;Infantil;Verde;CORVER;22/11/2024
Sapato;PRD5720;Sapato Pro;37;TAM37;3;R$ 145,70;Casual;Feminino;Rosa;CORROS;17/07/2024
Mocassim;PRD4108;Mocassim Flex;41;TAM41;9;R$ 145,21;Esportivo;Unissex;Preto;CORPRE;15/11/2024
Chuteira;PRD5445;Chuteira Pro;42;TAM42;60;R$ 364,16;Social;Unissex;Preto;CORPRE;20/01/2025
Tênis;PRD9812;Tênis Flex;40;TAM40;8;R$ 172,85;Aventura;Feminino;Verde;CORVER;24/04/2024
Crocs;PRD8177;Crocs Runner;37;TAM37;23;R$ 385,55;Casual;Feminino;Verde;CORVER;31/07/2024
Chinelo;PRD1203;Chinelo Max;44;TAM44;2;R$ 469,01;Esportivo;Unissex;Azul;CORAZU;16/01/2025
Sandália;PRD6952;Sandália Lite;44;TAM44;5;R$ 681,72;Casual;Feminino;Preto;CORPRE;12/01/2024
Bota;PRD9646;Bota Flex;35;TAM35;36;R$ 676,94;Aventura;Infantil;Bege;CORBEG;11/07/2024
Sapatênis;PRD7044;Sapatênis Pro;37;TAM37;46;R$ 144,98;Casual;Masculino;Preto;CORPRE;02/03/2024
Tênis;PRD8486;Tênis Runner;42;TAM42;77;R$ 252,67;Social;Unissex;Azul;CORAZU;19/10/2024
Mocassim;PRD5975;Mocassim Urban;39;TAM39;20;R$ 745,15;Esportivo;Unissex;Azul;CORAZU;06/01/2025
Sandália;PRD1007;Sandália Pro;35;TAM35;87;R$ 289,71;Social;Masculino;Preto;CORPRE;26/12/2024
Crocs;PRD2081;Crocs Flex;41;TAM41;55;R$ 527,63;Esportivo;Unissex;Vermelho;CORVER;22/02/2024
Sapatênis;PRD8123;Sapatênis Max;35;TAM35;57;R$ 461,53;Social;Masculino;Rosa;CORROS;30/12/2024
Sapato;PRD7809;Sapato Lite;39;TAM39;63;R$ 104,94;Infantil;Infantil;Cinza;CORCIN;28/12/2024
Chinelo;PRD6255;Chinelo Comfort;39;TAM39;13;R$ 489,42;Casual;Unissex;Vermelho;CORVER;20/01/2024
Sandália;PRD5193;Sandália Lite;44;TAM44;37;R$ 463,70;Aventura;Unissex;Branco;CORBRA;05/01/2024
Crocs;PRD7895;Crocs Pro;38;TAM38;80;R$ 588,71;Aventura;Masculino;Verde;CORVER;30/12/2024
Crocs;PRD6164;Crocs Comfort;39;TAM39;59;R$ 542,28;Infantil;Infantil;Verde;CORVER;20/01/2024
Chuteira;PRD2339;Chuteira Pro;43;TAM43;74;R$ 356,77;Esportivo;Unissex;Marrom;CORMAR;05/01/2024
Crocs;PRD1160;Crocs Pro;39;TAM39;86;R$ 573,34;Casual;Feminino;Rosa;CORROS;16/02/2024
Sandália;PRD8617;Sandália Runner;37;TAM37;87;R$ 759,50;Casual;Feminino;Azul;CORAZU;29/01/2024
Tênis;PRD7627;Tênis Max;38;TAM38;48;R$ 267,77;Casual;Masculino;Amarelo;CORAMA;12/04/2024
Chuteira;PRD7158;Chuteira Comfort;36;TAM36;44;R$ 179,19;Casual;Feminino;Branco;CORBRA;01/07/2024
Sapato;PRD8214;Sapato Comfort;37;TAM37;49;R$ 407,94;Esportivo;Unissex;Branco;CORBRA;07/04/2024
Sandália;PRD4210;Sandália Urban;39;TAM39;14;R$ 629,01;Esportivo;Infantil;Vermelho;CORVER;16/09/2024
Sapatênis;PRD3375;Sapatênis Lite;35;TAM35;56;R$ 446,03;Aventura;Infantil;Vermelho;CORVER;22/10/2024
Mocassim;PRD5249;Mocassim Max;41;TAM41;70;R$ 142,36;Casual;Unissex;Marrom;CORMAR;29/03/2024
Tênis;PRD6698;Tênis Urban;40;TAM40;43;R$ 606,62;Infantil;Infantil;Cinza;CORCIN;19/01/2024
Bota;PRD3968;Bota Pro;37;TAM37;88;R$ 703,75;Social;Masculino;Bege;CORBEG;24/10/2024
Mocassim;PRD2510;Mocassim Flex;37;TAM37;55;R$ 571,16;Aventura;Unissex;Preto;CORPRE;12/01/2025
Mocassim;PRD8409;Mocassim Comfort;36;TAM36;14;R$ 421,36;Social;Unissex;Cinza;CORCIN;24/01/2024
Sandália;PRD8702;Sandália Flex;42;TAM42;35;R$ 302,79;Aventura;Feminino;Azul;CORAZU;26/01/2024
Sapatênis;PRD2743;Sapatênis Max;36;TAM36;100;R$ 433,73;Casual;Infantil;Azul;CORAZU;09/01/2025
Sandália;PRD2592;Sandália Flex;44;TAM44;9;R$ 588,91;Esportivo;Infantil;Bege;CORBEG;22/12/2024
Tênis;PRD3239;Tênis Max;34;TAM34;17;R$ 442,66;Casual;Infantil;Azul;CORAZU;02/03/2024
Chuteira;PRD3888;Chuteira Urban;35;TAM35;24;R$ 460,43;Social;Unissex;Verde;CORVER;14/02/2024
Bota;PRD9966;Bota Max;43;TAM43;17;R$ 134,75;Casual;Unissex;Amarelo;CORAMA;04/07/2024
Chuteira;PRD5504;Chuteira Runner;41;TAM41;8;R$ 189,03;Aventura;Feminino;Vermelho;CORVER;06/01/2025
Bota;PRD7042;Bota Max;39;TAM39;44;R$ 413,87;Aventura;Feminino;Azul;CORAZU;03/02/2024
Sandália;PRD7170;Sandália Lite;36;TAM36;58;R$ 588,50;Esportivo;Unissex;Azul;CORAZU;29/01/2025
Sandália;PRD6506;Sandália Comfort;36;TAM36;97;R$ 715,03;Esportivo;Masculino;Marrom;CORMAR;23/08/2024
Sapatênis;PRD5767;Sapatênis Pro;41;TAM41;49;R$ 772,22;Casual;Unissex;Bege;CORBEG;28/07/2024
Chinelo;PRD7456;Chinelo Flex;40;TAM40;31;R$ 588,40;Esportivo;Feminino;Amarelo;CORAMA;04/03/2024
Sapato;PRD2443;Sapato Comfort;35;TAM35;17;R$ 522,06;Social;Infantil;Cinza;CORCIN;27/04/2024
Sapatênis;PRD9310;Sapatênis Pro;37;TAM37;2;R$ 373,08;Infantil;Unissex;Rosa;CORROS;15/01/2024
Sapatênis;PRD5858;Sapatênis Flex;36;TAM36;71;R$ 507,28;Esportivo;Masculino;Verde;CORVER;23/01/2025
Tênis;PRD9097;Tênis Max;38;TAM38;90;R$ 364,94;Social;Infantil;Preto;CORPRE;12/01/2025
Bota;PRD4389;Bota Max;39;TAM39;16;R$ 365,75;Esportivo;Feminino;Amarelo;CORAMA;16/02/2024
Papete;PRD5695;Papete Runner;41;TAM41;2;R$ 559,95;Casual;Unissex;Bege;CORBEG;12/01/2025
Sandália;PRD4277;Sandália Flex;41;TAM41;71;R$ 186,83;Aventura;Masculino;Amarelo;CORAMA;22/08/2024
Sandália;PRD8702;Sandália Flex;42;TAM42;23;R$ 760,26;Infantil;Unissex;Azul;CORAZU;27/01/2025
Tênis;PRD2048;Tênis Runner;35;TAM35;11;R$ 405,98;Infantil;Infantil;Bege;CORBEG;15/08/2024
Sandália;PRD5300;Sandália Pro;41;TAM41;40;R$ 198,35;Infantil;Feminino;Marrom;CORMAR;22/06/2024
Sapato;PRD1927;Sapato Comfort;44;TAM44;31;R$ 743,48;Casual;Infantil;Marrom;CORMAR;29/01/2024
Mocassim;PRD6756;Mocassim Max;44;TAM44;98;R$ 678,22;Casual;Masculino;Amarelo;CORAMA;23/09/2024
Mocassim;PRD6310;Mocassim Max;34;TAM34;91;R$ 485,52;Aventura;Feminino;Cinza;CORCIN;26/06/2024
Papete;PRD5289;Papete Urban;38;TAM38;90;R$ 781,02;Infantil;Feminino;Vermelho;CORVER;21/10/2024
Tênis;PRD4380;Tênis Comfort;42;TAM42;41;R$ 587,29;Casual;Infantil;Amarelo;CORAMA;15/02/2024
Bota;PRD2531;Bota Urban;39;TAM39;77;R$ 681,92;Infantil;Masculino;Marrom;CORMAR;09/07/2024
Tênis;PRD5586;Tênis Runner;34;TAM34;41;R$ 492,31;Casual;Masculino;Verde;CORVER;21/01/2025
Mocassim;PRD7028;Mocassim Urban;36;TAM36;4;R$ 607,02;Social;Feminino;Cinza;CORCIN;20/02/2024
Mocassim;PRD7180;Mocassim Pro;41;TAM41;54;R$ 572,46;Esportivo;Feminino;Cinza;CORCIN;06/01/2024
Sandália;PRD7551;Sandália Runner;43;TAM43;37;R$ 585,05;Social;Feminino;Preto;CORPRE;16/09/2024
Mocassim;PRD7100;Mocassim Flex;35;TAM35;4;R$ 526,22;Aventura;Unissex;Rosa;CORROS;16/07/2024
Papete;PRD1060;Papete Lite;42;TAM42;12;R$ 265,13;Aventura;Masculino;Vermelho;CORVER;24/03/2024
Sapato;PRD8989;Sapato Max;35;TAM35;85;R$ 123,22;Casual;Masculino;Vermelho;CORVER;20/03/2024
Mocassim;PRD8195;Mocassim Flex;43;TAM43;81;R$ 256,43;Esportivo;Unissex;Preto;CORPRE;19/08/2024
Papete;PRD6499;Papete Max;34;TAM34;52;R$ 176,82;Esportivo;Masculino;Amarelo;CORAMA;23/11/2024
Mocassim;PRD6825;Mocassim Flex;36;TAM36;50;R$ 493,07;Social;Unissex;Cinza;CORCIN;06/04/2024
Chuteira;PRD2776;Chuteira Flex;39;TAM39;74;R$ 321,13;Social;Feminino;Amarelo;CORAMA;19/12/2024
Sandália;PRD4955;Sandália Pro;39;TAM39;46;R$ 375,27;Social;Feminino;Vermelho;CORVER;05/01/2024
Tênis;PRD4297;Tênis Pro;37;TAM37;60;R$ 178,21;Esportivo;Unissex;Vermelho;CORVER;01/07/2024
Bota;PRD6136;Bota Flex;44;TAM44;48;R$ 439,63;Social;Unissex;Vermelho;CORVER;28/07/2024
Chinelo;PRD5696;Chinelo Comfort;43;TAM43;88;R$ 361,18;Infantil;Unissex;Vermelho;CORVER;17/01/2024
Chuteira;PRD5055;Chuteira Runner;34;TAM34;80;R$ 455,63;Casual;Infantil;Preto;CORPRE;13/12/2024
Sandália;PRD4788;Sandália Pro;42;TAM42;16;R$ 342,92;Social;Masculino;Azul;CORAZU;10/01/2025
Bota;PRD9649;Bota Max;38;TAM38;90;R$ 657,59;Infantil;Feminino;Cinza;CORCIN;11/08/2024
Sapatênis;PRD1332;Sapatênis Runner;37;TAM37;17;R$ 270,68;Casual;Masculino;Branco;CORBRA;02/05/2024
Papete;PRD6392;Papete Runner;34;TAM34;18;R$ 327,30;Social;Unissex;Cinza;CORCIN;03/01/2025
Papete;PRD2394;Papete Lite;44;TAM44;94;R$ 730,61;Infantil;Unissex;Azul;CORAZU;20/01/2024
Mocassim;PRD5969;Mocassim Urban;38;TAM38;41;R$ 113,66;Casual;Feminino;Vermelho;CORVER;13/01/2024
Crocs;PRD8241;Crocs Pro;38;TAM38;97;R$ 693,47;Social;Feminino;Azul;CORAZU;04/02/2024
Sapatênis;PRD2173;Sapatênis Comfort;41;TAM41;20;R$ 465,13;Aventura;Feminino;Preto;CORPRE;20/01/2025
Crocs;PRD9540;Crocs Comfort;38;TAM38;64;R$ 121,11;Social;Feminino;Branco;CORBRA;14/01/2024
Tênis;PRD9086;Tênis Pro;42;TAM42;59;R$ 384,03;Aventura;Masculino;Amarelo;CORAMA;30/01/2024
Tênis;PRD6841;Tênis Lite;41;TAM41;48;R$ 710,39;Social;Feminino;Marrom;CORMAR;27/01/2024
Tênis;PRD6506;Tênis Max;34;TAM34;2;R$ 443,15;Social;Feminino;Cinza;CORCIN;02/07/2024
Bota;PRD1393;Bota Lite;41;TAM41;13;R$ 356,02;Casual;Feminino;Azul;CORAZU;13/08/2024
Tênis;PRD5428;Tênis Runner;43;TAM43;71;R$ 140,07;Social;Masculino;Rosa;CORROS;19/04/2024
Sapatênis;PRD6388;Sapatênis Pro;34;TAM34;70;R$ 140,97;Infantil;Infantil;Bege;CORBEG;15/09/2024
Papete;PRD6780;Papete Comfort;39;TAM39;74;R$ 165,13;Esportivo;Unissex;Marrom;CORMAR;11/06/2024
Sapatênis;PRD8361;Sapatênis Comfort;40;TAM40;6;R$ 421,41;Casual;Feminino;Azul;CORAZU;29/12/2024
Chuteira;PRD6173;Chuteira Comfort;37;TAM37;22;R$ 707,47;Esportivo;Masculino;Verde;CORVER;11/12/2024
Sapatênis;PRD5184;Sapatênis Runner;41;TAM41;29;R$ 194,68;Social;Unissex;Azul;CORAZU;12/02/2024
Bota;PRD3299;Bota Flex;37;TAM37;27;R$ 329,01;Aventura;Masculino;Verde;CORVER;07/04/2024
Crocs;PRD1629;Crocs Comfort;37;TAM37;39;R$ 758,16;Social;Feminino;Amarelo;CORAMA;12/05/2024
Tênis;PRD2103;Tênis Pro;38;TAM38;66;R$ 300,71;Infantil;Infantil;Branco;CORBRA;06/10/2024
Sandália;PRD7926;Sandália Flex;36;TAM36;24;R$ 253,00;Aventura;Feminino;Vermelho;CORVER;15/08/2024
Mocassim;PRD6129;Mocassim Lite;35;TAM35;66;R$ 228,87;Esportivo;Masculino;Cinza;CORCIN;09/04/2024
Sapato;PRD6095;Sapato Runner;39;TAM39;3;R$ 286,92;Social;Feminino;Rosa;CORROS;24/01/2025
Chuteira;PRD5474;Chuteira Max;43;TAM43;95;R$ 692,51;Infantil;Masculino;Preto;CORPRE;29/09/2024
Crocs;PRD8166;Crocs Urban;35;TAM35;69;R$ 647,43;Social;Unissex;Vermelho;CORVER;31/01/2025
Chuteira;PRD3509;Chuteira Urban;37;TAM37;62;R$ 235,52;Infantil;Infantil;Marrom;CORMAR;28/06/2024
Crocs;PRD4243;Crocs Urban;39;TAM39;72;R$ 405,53;Social;Infantil;Cinza;CORCIN;14/03/2024
Chinelo;PRD9791;Chinelo Comfort;40;TAM40;3;R$ 684,82;Casual;Unissex;Cinza;CORCIN;11/09/2024
Sandália;PRD7123;Sandália Lite;34;TAM34;89;R$ 379,91;Casual;Unissex;Cinza;CORCIN;04/12/2024
Chinelo;PRD8645;Chinelo Flex;34;TAM34;31;R$ 111,64;Social;Feminino;Rosa;CORROS;30/03/2024
Papete;PRD4381;Papete Flex;37;TAM37;6;R$ 738,93;Aventura;Masculino;Azul;CORAZU;06/07/2024
Sandália;PRD4194;Sandália Comfort;41;TAM41;90;R$ 746,46;Infantil;Unissex;Verde;CORVER;05/08/2024
Sandália;PRD2819;Sandália Urban;41;TAM41;15;R$ 328,70;Aventura;Unissex;Rosa;CORROS;07/11/2024
Chinelo;PRD5186;Chinelo Comfort;43;TAM43;86;R$ 787,26;Esportivo;Masculino;Verde;CORVER;31/12/2024
Tênis;PRD7232;Tênis Lite;37;TAM37;96;R$ 341,17;Esportivo;Feminino;Azul;CORAZU;06/11/2024
Mocassim;PRD5140;Mocassim Flex;36;TAM36;31;R$ 633,08;Social;Masculino;Verde;CORVER;25/02/2024
Bota;PRD4771;Bota Comfort;41;TAM41;19;R$ 274,24;Casual;Infantil;Preto;CORPRE;03/03/2024
Chuteira;PRD8549;Chuteira Flex;34;TAM34;73;R$ 371,38;Aventura;Unissex;Marrom;CORMAR;16/01/2025
Sapato;PRD7542;Sapato Lite;39;TAM39;61;R$ 308,83;Aventura;Feminino;Bege;CORBEG;03/02/2024
Papete;PRD9941;Papete Flex;34;TAM34;73;R$ 570,85;Social;Unissex;Rosa;CORROS;18/04/2024
Sandália;PRD9538;Sandália Urban;36;TAM36;44;R$ 107,22;Infantil;Masculino;Bege;CORBEG;31/08/2024
Tênis;PRD5089;Tênis Pro;44;TAM44;47;R$ 359,43;Casual;Unissex;Amarelo;CORAMA;21/07/2024
Papete;PRD6630;Papete Max;40;TAM40;8;R$ 505,06;Infantil;Infantil;Amarelo;CORAMA;17/01/2024
Sapato;PRD2033;Sapato Comfort;40;TAM40;85;R$ 759,92;Esportivo;Infantil;Azul;CORAZU;03/10/2024
Papete;PRD7837;Papete Urban;43;TAM43;53;R$ 529,01;Infantil;Feminino;Bege;CORBEG;11/08/2024
Sapato;PRD4211;Sapato Comfort;35;TAM35;88;R$ 601,14;Aventura;Feminino;Marrom;CORMAR;10/01/2024
Sandália;PRD4970;Sandália Urban;43;TAM43;99;R$ 793,91;Casual;Masculino;Cinza;CORCIN;17/01/2024
